  COD;Artista;Título;OBS:;Gravadora;Formato;Condição;Valor Venda;gênero;ano;texto;tracklist;Imagens
141;Salah Ragab and The Cairo Jazz Band;Present Egyptian Jazz;EUA press;Art Yard / Kindred Spirts;LP;MINT;90;jazz;2009;"Jazz do egito! Recomendadíssimo! Salah Ragab foi o responsável por formar a primeira big band do gênero no país e chegou a gravar com Sun Ra! A faixa ""Egypt Strut"" é uma pancada, mas o disco inteiro fascina!";"A1 Ramadam In Space Time
A2 Dawn
A3 Neveen
B1 Egypt Strut
B2 Oriental Mood
B3 Kleopatra
B4 Mervat";141.jpg
142;Amadou Balake;Bar Konon Mousso Bar;importado;Kindred Spirits;LP;MINT;90;afro-funk;2014;"Mais um relançamento importante no movimento de redescoberta do groove africano dos anos 70: ""Bar Konon Mousso Bar"" é de 1978 e apresenta a força de Amadou Balaké -- um dos prinicipais nomes da cena funk de Burkina Fasso! Essencial!";"A1 Super Bar Konon Mousso
A2 Tondibama
A3 Nabacouboury
B1 Dounignamou
B2 Aminata Du The
B3 Balake Ya Mariama";142.jpg
143;Art Ensemble of Chicago;Nice Guys;EUA press;ECM;LP;VG+/VG+;80;jazz;1979;Um dos mais importantes discos desta entidade do free jazz!;"A1 Ja
A2 Nice Guys
A3 Folkus
B1 597-59
B2 CYP
B3 Dreaming of the Master";143.jpg
144;Arthu Blythe;Lennox Avenue Breakdown;UK Press;CBS;LP;VG+/VG+;70;jazz;1979;Esse é um dos discos que a gente mais gosta de ouvir na loja! Jazz com muito suingue, Jack DeJohnette inspiradíssimo na bateria e Arthur Blythe explorando as possibilidades do sax. Fora a capa, né?;"A1 Down San Diego Way
A2 Lenox Avenue Breakdown
B1 Slidin' Through
B2 Odessa";144.jpg
145;Cannonball Adderley Sextet;In New York;EUA press;Riverside;LP;VG+/VG+;80;jazz;1962;"Recém-saído da banda de Miles Davis, o saxofonista reúne um timaço nesse disco ao vivo: o brother Nat Adderley na corneta; Yussef Lateef no sax, na flauta e no oboé; Louis Hayes na bateria; Joe Zawinul no piano e Sam Jones no baixo. Não tem como ficar ruim!";"A1 Intro
A2 Gemini
A3 Planet Earth
B1 Dizzy's Business
B2 Syn-Anthesia
B3 Scotch and Water
B4 Cannon's Theme";145.jpg
146;Chales Mingus;Mingus Mingus Mingus Mingus Mingus;;Polydor;LP;VG/VG;50;jazz;;"Edição nacional de um dos grandes discos de Charles Mingus! ""IIB.S."" e ""Hora Decabitus"" são exemplos da exuberância do baixista como compositor de temas mais pulsantes e a balada ""Theme For Lester Young"" é um daqueles momentos em que o jazz alcança o sublime!";"A1 II B.S.
A2 I X Love
A3 Celia
A4 Mood Indigo
B1 Better Get It In Your Soul
B2 Theme For Lester Young
B3 Hora Decabitus";146.jpg
147;Charles Mingus;Pithycan Thropus Erectus;;Imagem Jazz;LP;VG/VG;50;jazz;1982;Mingus no auge em gravação de 1970! Nem pense duas vezes, esse você precisa ter em casa! ;"A1 Pithycanthropus Erectus
B1 Peggy's Blues Skylight
B2 Love is a Dangerous Necessity";147.jpg
148;Charles Mingus;Mingus;EUA press;Prestige;2 LP;VG/VG+;100;jazz;;"Este álbum duplo reúne dois discos do baixista Charles Mingus: ""Chazz"" e ""Mingus Quartet Plus Max Roach"". Aula de jazz!";"A1 Jump Monk
A2 Serenade in Blue
A3 Percussion Discussion
B1 Work Song
B2 Septemberly
B3 All Things You Can C Sharp
C1 Foggy Day
C2 Drums
C3 Haitian Fight Song
C4 Ladybird
D1 I'll Remember April
D2 Love Chant";148.jpg
149;Donald Byrd;Black Byrd;EUA press;Blue Note;LP;VG/VG+;80;jazz;1973;Discaço! Este é um dos títulos que define o soul-jazz associado à Blue Note! Patuá recomenda!;"A1 Flight Time
A2 Black Byrd
A3 Love's So Far Away
B1 Mr. Thomas
B2 Sky High
B3 Slop Jar Blues
B4 Where Are We Going?";149.jpg
150;Freddie Hubbard;Sky Dive;;CTI / One Way;LP gatefold;VG/VG+;50;jazz;1973;Freddie Hubbard e seu trompete muitíssimo bem acompanhados de: Ron Carter (baixo), Billy Cobham (bateria), George Benson (guitarra), Keith Jarret (piano), Ray Barreto (percussão), Airto Moreira (percussão) e Hubert Laws (flauta)! Fino!;"A1 Povo
A2 In a Mist
A3 The Godfather
A4 Sky Dive";150.jpg
151;Freddie Hubbard;Backlash;EUA press;Atlantic;LP gatefold;VG+/VG+;80;jazz;1967;"Esse é um dos discos que a gente se esforça em sempre ter na loja (não só para vender, mas pra gente ouvir enquanto trabalha, hehehe). Soul-jazz de primeira! ""Backlash"" e ""The Return of Prodigal Son"" são músicas pra tocar em festa! Bom do começo ao fim! Patuá recomenda!";"A1 Backlash
A2 The Return of the Prodigal Son
A3 Little Sunflower
B1 On The Que-tee
B2 Up Jumped Spring
B3 Echoes of Blues";151.jpg
152;Grant Green;Alive!;EUA press;Blue Note;LP;VG/VG+;90;jazz;1970;"Discaço! ""Sookie Sookie"" é som de pista (aquela que o US3 sampleou...)! Ainda tem uma versão pesada de ""Let The Music Take Your Mind"", do Kool and Gang!";"A1 Let The Music Take Your Mind
A2 Time To Remember
A3 Sookie Sookie
A4 Down Here on the Ground";152.jpg
153;Herbie Hancock;Fat Albert Rotunda;EUA press;Warner;LP;VG+/VG+;80;jazz;;"Herbie Hancock em sua melhor forma! Grande disco de groove, que já começa com o jazz-funk pesado ""Wiggle-Waggle"" e mantém o nível até o fim! Essencial!";"A1 Wiggle-Waggle
A2 Fat Mamma
A3 Tell Me a Bedtime Story
A4 Oh! Oh! Here He Comes
B1 Jessica
B2 Fat Albert Rotunda
B3 Lil' Brother";153.jpg
154;Herbie Hancock;The Prisioner;EUA press;Blue Note;LP;VG+/VG+;75;jazz;1987;Reedição deste clássico de 1969, mais um entre tantos momentos inspiradíssimos do pianista Herbie Hancock. Banda afiadíssima com Joe Henderson (sax), Hubert Laws (flauta), entre outros!;"A1 I Have a Dream
A2 The Prisoner
B1 Firewater
B2 The Who Lives in Fear
B3 Promisse of the Sun";154.jpg
155;Herbie Hancock;Maiden Voyage;EUA press;Blue Note;LP;NM/NM;70;jazz;;"Reedição praticamente zerada desta joia. A faixa-título está entre os momentos mais sublimes de Herbie Hancock como compositor. E a banda? Tony Willians na bateria, Ron Carter no baixo, Freddie Hubbard no trompete e George Coleman no sax! Não por acaso, Miles Davis ""roubaria"" parte desse time pra tocar com ele alguns anos depois...";"A1 Maiden Voyage
A2 The Eye of Hurricane
A3 Little One
B1 Survival of the Fittest
B2 Dolphin Dance";155.jpg
156;Leon Thomas;Anthology;UK press;Soul Brothers;2 LP;EX/EX;120;jazz;1998;"Compilação nota 10 da obra deste cantor, conhecido pelas participações nos discos de Pharoah Sanders. Fora a impressionante voz do homem, são de chorar as versões com letra para temas jazzísticos originalmente instrumentias como ""Song For My Father"" (Horace Silver) e ""Bags Groove"" (Milt Jackson)! Patuá recomenda!";"A1 Prince of Peace
A2 The Creator Has a Master Plan (Peace)
A3 Song For My Father
B1 Bag's Groove
B2 C.C. Rider
B3 China Doll
B4 Just In Time To See The Sun
C1 Shape Your Mind To Die
C2 It's My Life I'm Fighting For
D1 Balance of Life (Peace of Mind)
D2 Little Flower
D3 Sun Song";156.jpg
157;Lou Donaldson;Here It's;EUA press;Blue Note;LP;VG/VG+;80;jazz;;"Um original da Blue Note sempre causa uma coceira, né? Aqui, Lou Donaldson coloca seu sax a serviço do soul-jazz tão propagado pela gravadora e na companhia luxuosa de Grant Green (guitarra), ""Baby Face"" Willete (orgão) e Dave Bailey (bateria). ";"A1 A Foggy Day
A2 Here It's
A3 Cool Blues
B1 Watusi Jump
B2 Walk Widme";157.jpg
158;Nina Simone;Sings Billie Holiday;;Stroud;LP;VG/VG;30;jazz;1972;"Nina Simone cantando Billie Holiday? Uma diva se debruçando sobre o repertório da outra e oferecendo versões tão arrebatadoras quanto às originais para canções como ""Strange Fruit"" e ""Don't Explain"". Fino!";"A1 Tell Me More & More & Then Same
A2 This Year's Kisses
A3 Strange Fruit
A4 Fine & Mellow
B1 Don't Explain
B2 Just in Time
B3 Pigfoot and a Bottle of Beer
B4 Love Me or Leave Me";158.jpg
159;Pharoah Sanders;Karma;EUA Press;Impulse!;LP gatefold;VG+/VG+;220;jazz;1969;"Pesado! Um dos momentos mais inspirados do saxofonista ""Pharoah Sanders"", com a faixa ""The Creator Has a Master Plan"" fazendo um intenso tributo a ""A Love Supreme"" (de John Coltrane) -- a linha de baixo com apenas quatro notas é a mesma, inclusive. E o disco é original da Impulse!. Patuá Recomenda!";"A1 The Creator Has a Master Plan
B1 Light of Love
B2 Colors";159.jpg
160;Quartette Trés Bien;Stepping Out!;EUA Press;Decca;LP;VG/VG+;150;jazz;;"Formado por Jeter Thompson (piano), Richard Simmons (baixo), Albert St. James (bateria) e Percy James (bongôs e congas), o Quartette Trés Bien dispensa sopros para fazer um jazz pulsante com versões de canções como ""Summertime"", ""A Taste of Honey"" e até ""Brazil"" (de Ary Barroso). Disco original da Decca, bem raro!";"A1 Watusi Warrior
A2 Summertime
A3 Stay, My Love
A4 A Taste Of Honey
B1 More
B2 Sheryl Likes Bananas
B3 Brazil";160.jpg
161;Quincy Jones;Quincy's Got A Brand New Bag;EUA Press;Mercury;LP;VG/VG;100;jazz;;"Tio Quincy caindo no funk! Disco excelente, em que o músico e produtor presta tributo a James Brown regravando dois de seus clássicos (""I Got You (I Feel Good) e ""Papa's Got a Brand New Bag"") e outros hits de baile (como ""Ain't That Peculiar"", ""Hang On Sloopy"" e ""Fever""). Um certo Ray Charles participa das gravações tocando piano e ainda assina o texto da contracapa!";"A1 Ain't That Peculiar
A2 I Got You (I Feel Good)
A3 I Hear Simphony
A4 A Lover's Concerto
A5 Baby Cakes
A6 Mohair Sam
B1 Something About You
B2 Boss Bird
B3 Hang on Sloopy
B4 Fever
B5 Harlem Nocturne
B6 Papa's Got a Brand New Bag";161.jpg
162;Ramsey Lewis Trio;The In Crowd;EUA Press;Cadet;LP;VG/VG;70;jazz;;"Grande disco! Disco gravado ao vivo com piano (Ramsey Lewis), baixo (Eldee Young) e bateria (Issac ""Red"" Holt). A faixa-título é pra tocar nas pistas!";"A1 The ""In"" Crowd
A2 Since I Feel For You
A3 Tennessee Waltz
A4 You Been Talkin' 'Bout Me Baby
B1 Spartacus (Love Theme From)
B2 Felicidade
B3 Come Sunday";162.jpg
163;Ramsey Lewis Trio;Another Voyage;EUA Press;Cadet;LP;NM/NM;90;jazz;;"Relançamento deste clássico da Cadet, de 1969. O pianista Ramsey Lewis esbanja suingue acompanhado de Maurice White (bateria e percussão) e Cleveland Eston (baixo). ""Do What You Wanna"" é som de pista.";"A1 If You've Got It Flaunt It (part 1)
A2 Wanderin' Rose
A3 How Beautiful is Spring
A4 Do What You Wanna
A5 My Cherrie Amour
B1 Bold And Black
B2 Opus #5
B3 Uhuru
B4 Cecile
B5 If You've Got It Flaunt It (part 2)";163.jpg
164;Sun Ra;Sound Sun Pleasure!!;EUA Press;Saturn;LP;MINT;90;jazz;;"Reedição de álbum lançado originalmente em 1970! Sun Ra e sua Astro-Infinity Arkestra dão um toque de psicodelia ao jazz, com direito a uma versão subversiva do standard ""'Round Midnight"". ";"A1 'Round Midnight
A2 You Never Told Me That You Care
A3 Hour of Painting
B1 Back in Your Own Back Yard
B2 Enlightenment
B3 'Could Have Danced All Night";164.jpg
165;Sun Ra;When Sun Comes Out;EUA Press;Saturn;LP;NM/NM;80;jazz;;Lançado originalmente em 1963, este é um dos álbuns gravados por Sun Ra depois de se mudar com sua banda de Chicago para Nova Iorque. É um dos discos focados nos contrapontos entre sopros e percussão.;"A1 Circe
A2 The Nile
A3 Brazilian Sun
A4 We Travel The Spaceways
B1 Calling Planet Earth
B2 Dancing Shadows
B3 The Rain-Maker
B4 When Sun Comes Out";165.jpg
166;Al Green;Tokyo Live;EUA Press;Motown;2 LP;VG/VG;70;soul;1981;"Disco ao vivo de um dos maiores cantores de soul, com uma enxurrada de clássicos: ""Let's Stay Together"", ""Sha-La-La (Make Me Happy)"", ""Love And Hapiness""...";"A1 L-O-V-E
A2 Tired of Being Alone
A3 Let's Stay Together
A4 How Can You Mend a Broken Heart
A5 All-N-All
B1 Belle
B2 Sha-La-La (Make Me Happy)
B3 Let's Get Married
C1 God Blessed Our Home
C2 You Ought To Be With Me
C3 For The Good Time
D1 Dream
D2 I Feel Good
D3 Love And Hapiness";166.jpg
167;Antibalas;Antibalas;EUA Press;Daptone;LP;MINT;85;afrobeat;2012;"Sexto álbum do Antibalas, uma das bandas norte-americanas responsáveis pela redescoberta do afrobeat nos anos 2000. ""Dirty Money"" é uma pancada!";"A1 Dirty Money
A2 The Rat Catcher
A3 Him Belly No Go Sweet
B1 Ari Degbe
B2 Ìbéjì
B3 Sáré Kon Kon";167.jpg
168;Aretha Franklin;Spirit in the Dark;EUA Press;4 Men With Beards;LP;NM/NM;90;soul;2002;"Aretha! Relançamento de disco lançado originalmente em 1970, com a cantora e compositora em um de seus melhores momentos. Ouça ""Don't Play That Song""!";"A1 Don't Play That Song
A2 The Thrill is Gone (From Yesterday's Kiss)
A3 Pullin'
A4 You And Me
A5 Honest I Do
A6 Spirit it the Dark
B1 When The Battle Is Over
B2 One Way Ticket
B3 Try Matty's
B4 That's All I Want From You
B5 Oh No Not My Baby
B6 Why I Sing The Blues";168.jpg
169;Bobby Byrd;I Need Help;EUA Press;Polydor;LP;EX/VG+;70;funk;;"Aula de funk com titio Bobby Byrd, graduado com louvor na escola de James Brown! ""I'm Not To Blame"" foi sampleada pelo Jay-Z. Discaço!";"A1 I Need Help (I Can't Do It Alone) Part 1
A2 I Need Help (I Can't Do It Alone) Part 2
A3 It's I Who Love You (Not Him Anymore)
A4 Funky Soul Part 1
A5 I Found Out
A6 You've Got To Change Your Mind
B1 You Got To Have a Job (If You Don't Work You Can't Eat)
B2 I'm Not Blame
B3 I'll Lose My Mind
B4 My Concerto
B5 Hang Ups We Don't Need (The Hungry We Got To Feed)
B6 You Gave My Heart Song a Song";169.jpg
170;B.T. Express;Do It 'Til You're Satisfied;UK Press;Pye;LP;VG+/VG;70;funk;1974;A faixa-título é um clássico das pistas de dança e o disco inteiro é um convite ao baile!;;170.jpg
171;Calypso King & The Soul Investigators;Soul Strike!;EUA Press;Soul Fire;LP;EX/EX;80;funk;2001;Banda formada em 1998 em Helsinki (Filnlândia), segue a cartilha funk de bandas como JB's e The Meters! Patuá recomenda!;"A1 Gator Funk Part 1
A2 Ma-Gee
A3 Mo'Calypso Strut
A4 Some Funk
A5 Raw Grapes
A6 Investigator's Groove
B1 Strunggling My Way
B2 Brand New Potatoes
B3 Ahh Soul!
B4 Soul Strike
B5 Chick Beas
B6 Ci-Ka-Boo";171.jpg
172;Commodores;Machine Gun;EUA Press;Motown;LP;VG+/VG+;60;funk;1974;Primeiro e um dos melhores discos da banda que revelou Lionel Richie! Funk de altíssimo nível!;"A1 Machine Gun
A2 Young Girls Are My Weakness
A3 I Feel Sanctified
A4 The Bump
A5 Rapid Fire
B1 The Assembly Line
B2 The Zoo (The Human Zoo)
B3 Gonna Blow Your Mind
B4 There's A Song in My Heart
B5 Superman";172.jpg
173;Curtis Mayfield;Give Get Take And  Have;EUA Press;Curtom / Warner;LP;VG+/VG+;80;soul;1976;Décimo disco solo da carreira de Curtis Mayfield, dono de um dos falsetes mais elegantes e inconfudíveis do soul. Mais romântico do que engajado em relação aos trabalhos anteriores dele.;"A1 In Your Arms Again (Shake It)
A2 This Love is Sweet
A3 P.S. I Love You
A4 Party Night
B1 Get a Little Bit (Give, Get, Take and Have)
B2 Soul Music
B3 Only You Babe
B4 Mr. Welfare Man";173.jpg
174;Ester Phillips;Black-Eyed Blues;EUA Press;Kudu / CTI;LP;VG/VG+;60;soul;1973;"Disco da ótima cantora Esther Philips pela Kudu, com participação do baixista Ron Carter em ""I Got It Bad"" e uma grande versão para ""Justified"" (Bill Whiters).";"A1 Justified
A2 I've Only Known a Stranger
A3 I Got It Bad And That Ain't Good
B1 Black-Eyed Blues
B2 Too Many Roads
B3 You Could Have Had Me, Baby";174.jpg
175;Gil Scott-Heron e Brian Jackson;Secrets;EUA Press;Arista;LP;VG/VG+;50;soul;1978;"Nosso herói Gil Scott-Heron chega ao final dos anos 70 sem perder a elegância. ""Secrets"" é mais um disco seu na companhia do fiel escudeiro Brian Jackson e mantendo o alto padrão da parceria!";"A1 Angel Dust
A2 Madison Avenue
A3 Cane
A4 Third World Revolution
A5 Better Days Ahead
B1 Three Miles Down
B2 Angola, Lousiana
B3 Show Bizness
B4 A Prayer For Everbody/To Be Free";175.jpg
176;Ike & Tina Turner;Nutbush City Limits;EUA Press;United Artists;LP;VG/VG;80;soul;1973;"Transitando entre o soul, o funk e o rock, Ike & Tina mostram sua química explosiva em faixas como ""Nutbush City Limits"" e ""River Deep, Mountain High"".";"A1 Nutbush City Limits
A2 Make Me Over
A3 Drift Away
A4 That's My Purpose
A5 Fancy Annie
B1 River Deep, Mountain High
B2 Get It Out Of Your Mind
B3 Daily Bread
B4 You Are My Sunshine
B5 Club Manhattan";176.jpg
177;Jr. Walker;Greatest Hits!;Holanda Press;Motown;LP;VG+/VG+;70;soul;;"Ótima coletânea com versões para clássicos do soul como ""Shotgun"" e ""Money"".";"A1 Shotgun  
A2 How Sweet It Is (To Be Loved By You)
A3 Home Cookin'
A4 Pucker Up Buttercup
A5 What Does It Take
A6 (I'm a) Roadrunner
B1 Come See About Me
B2 Hip City Part 2
B3 Cleo's Mood
B4 Shake And Fingerpop
B5 Money (That's What I Want) Part 1
B6 Shoot Your Shot";177.jpg
178;Kool & The Gang;Everybody's Dancin';EUA Press;De-Lite;LP;VG+/VG+;60;funk;1978;Kool & The Gang fazendo o seu melhor: um disco para dançar! ;"A1 Everybody's Dancin'
A2 Dancin' Shoes
A3 Big Chief Funkum
B1 I Like Music
B2 You Deserve a Break Today
B3 At The Party
B4 Stay Awhile
B5 It's All You Need 
B6 Peace to the Universe";178.jpg
179;Lee Fields;Emma Jean;EUA Press;Truth & Soul;LP;MINT;80;soul;2014;Disco mais recente de um dos soulman mais cultuados da atualidade!;"A1 Just Can't Win
A2 Magnolia
A3 Paralyzed
A4 Standing By Your Side
A5 Eye To Eye
A6 In The Woods
B1 All I Need
B2 It Still Gets Me Down
B3 Talk To Somebody
B4 Stone Angel
B5 Don't Leave Me This Way";179.jpg
180;Mandrill ;Mandrill Is;EUA Press;Polydor;LP gatefold;NM/NM;90;funk;;"Reedição caprichada do segundo disco do Mandrill, lançado originalmente em 1972! Repertório nota 10, que já começa com a clássica ""Ape Is High""! Discaço!";"A1 Ape is High
A2 Cohelo
A3 Git It All
A4 Children Of The Sun
A5 I Refuse To Smile
B1 Universal Rhythms
B2 Lord of the Golden Baboon
B3 Central Park
B4 Kofijahm
B5 Here Today Gone Tomorrow
B6 The Sun Must Go Down";180.jpg
181;Poets of Rhythm;Anthology 1992 - 2003;EUA Press;Daptone;2 LP;MINT;120;funk;2013;"Wow! Coletânea quentíssima com as melhores gravações dos Poets of Rhythm entre 1992 e 2003. Eles foram os principais responsáveis pelo revival do original funk no começo dos anos 90! O disco inteiro é bom, mas a gente destaca ""More Mess On My Thing""!";"A1 Funky Train
A2 South Carolina
A3 Augusta, GA
A4 More Mess On My Thing
B1 North Carolina
B2 It Came Over Me
B3 50 Yards of Soul
B4 Santa's Got a Bag of Soul
C1 The Donkey
C2 Choking On a Piece of Meat Part 2
C3 Serengeti Stoke
C4 Rhodesian Girl
C5 Wallow in the Myrrh
D1 Summerdays
D2 Ham Gallery
D3 Smilin' (While You're Crying)
D4 Discern / Define
D5 Path of Life";181.jpg
182;Sly Stone;Recorded in San Francisco: 1964-67;EUA Press;Sculpture;LP;NM/NM;80;funk;;"Essencial: gravações de Sly Stone antes de sua estreia oficial ao lado da banda Family Stone, em 1967. Registradas entre 1964 e 1967, algumas músicas foram lançadas anteriormente como singles e são valiosas para entender o percurso do músico antes da explosão que o notabilizou! Confira sua versão para ""Watermelon Man"" (de Herbie Hancock)!";"A1 I Can't Turn You Loose
A2 Take My Advice
A3 Watermelon Man
A4 I Ain't Got Nobody
A5 Hi Love
B1 Life of Fortune & Fame If You Were Blue
B2 Deck of Cards
B3 Rock Dirge";182.jpg
183;Stevie Wonder;Talking Book;Holanda Press;Motown;LP gatefold;VG+/VG+;60;soul;1972;"Stevie Wonder no ápice da criatividade! Neste disco, dois de seus maiores clássicos: a sublime balada ""You Are The Sunshine Of My Life"" e o hit atemporal ""Supertition"". Discoteca básica!";"A1 You Are The Sunshine Of My Life
A2 Maybe Your Baby
A3 You And I
A4 Tuesday Heartbreak
A5 You've Got It Bad Girl
B1 Superstition
B2 Big Brother
B3 Blame It On The Sun
B4 Looking For Another Pure Love
B5 I Believe (When I Fall In Love It Will Be Forever)";183.jpg
184;Stevie Wonder;Music of My Mind;EUA Press;Motown;LP gatefold;VG/VG+;90;soul;1972;"""Music of My Mind"" marca uma nova fase de Stevie Wonder na Motonwn. É a partir deste trabalho, que ele começa a pensar nos discos como uma obra única e não mais uma coleção de singles sem conexão entre si. É também a partir dele que o músico começa a gravar todos os instrumentos e se aprofundar nos recursos dos sintetizadores. Ou seja: básico!";"A1 Love Having You Around
A2 Superwoman
A3 I Love Every Little Thing About You
A4 Sweet Little Girl
B1 Happier Than The Morning Sun
B2 Girl Blue
B3 Seems So Long
B4 Keep Or Running
B5 Evil";184.jpg
185;War;Galaxy;EUA Press;MCA;LP;VG/VG+;85;funk;1977;Disco de 1977, mostra o War em grande forma sobretudo na faixa-título -- um funk arrasa-quarteirão bem ao estilo consagrado pela banda!;"A1 Galaxy
A2 Baby Face (She Said Do Do Do Do)
A3 Sweet Fighting Lady
B1 Hey Señorita
B2 The Seven Tin Soldiers";185.jpg
186;War ;War Live;EUA Press;United Artists;2 LP;VG/VG;90;funk;1973;"Provavelmente um dos melhores discos ao vivo de funk já gravados: War no auge da forma, visitando clássicos absolutos como ""Slippin' Into Darkness"", ""The Cisco Kidd"" e ""All Day Music"". Fino!";"A1 Intro
A2 Sun Oh Son
A3 The Cisco Kid
A4 (Intro) Slippin' Into Darkness
B1 Slippin' Into Darkness
B2 Slippin' Part 2
C1 All Day Music
C2 Ballero
C3 Lonely Feelin'
C4 (intro) Get Down
D1 Get Down";186.jpg
187;War ;Deliver the World;;United Artists;LP;VG/VG;60;funk;1973;"Grande disco de uma das bandas mais autênticas do funk, com som inconfundível. Ouça o clássico das pistas ""Me And My Baby Brother""!";"A1 H2 Overture
A2 In Your Eyes
A3 Gipsy Man
B1 Me And My Baby Brother
B2 Deliver The World
B3 Southern Part of Texas
B4 Blisters";187.jpg
